139445,90854,18,1280014.4756635614,6148135.933089867,1280167.3497201318,6148288.807146437
139446,90854,18,1280167.3497201318,6148135.933089867,1280320.223776702,6148288.807146437
139447,90854,18,1280320.223776702,6148135.933089867,1280473.0978332725,6148288.807146437
139448,90854,18,1280473.0978332725,6148135.933089867,1280625.971889843,6148288.807146437
139449,90854,18,1280625.971889843,6148135.933089867,1280778.8459464132,6148288.807146437
139442,90855,18,1279555.8534938504,6147983.059033296,1279708.7275504207,6148135.933089867
139443,90855,18,1279708.7275504207,6147983.059033296,1279861.6016069911,6148135.933089867
139444,90855,18,1279861.6016069911,6147983.059033296,1280014.4756635614,6148135.933089867
139445,90855,18,1280014.4756635614,6147983.059033296,1280167.3497201318,6148135.933089867
139446,90855,18,1280167.3497201318,6147983.059033296,1280320.223776702,6148135.933089867
139447,90855,18,1280320.223776702,6147983.059033296,1280473.0978332725,6148135.933089867
139448,90855,18,1280473.0978332725,6147983.059033296,1280625.971889843,6148135.933089867
139449,90855,18,1280625.971889843,6147983.059033296,1280778.8459464132,6148135.933089867
139450,90855,18,1280778.8459464132,6147983.059033296,1280931.7200029837,6148135.933089867
139451,90855,18,1280931.7200029837,6147983.059033296,1281084.594059554,6148135.933089867
139452,90855,18,1281084.594059554,6147983.059033296,1281237.4681161242,6148135.933089867
139439,90856,18,1279097.2313241393,6147830.184976725,1279250.1053807097,6147983.059033296
139440,90856,18,1279250.1053807097,6147830.184976725,1279402.9794372802,6147983.059033296
139441,90856,18,1279402.9794372802,6147830.184976725,1279555.8534938504,6147983.059033296
139442,90856,18,1279555.8534938504,6147830.184976725,1279708.7275504207,6147983.059033296
139443,90856,18,1279708.7275504207,6147830.184976725,1279861.6016069911,6147983.059033296
139444,90856,18,1279861.6016069911,6147830.184976725,1280014.4756635614,6147983.059033296
139445,90856,18,1280014.4756635614,6147830.184976725,1280167.3497201318,6147983.059033296
139446,90856,18,1280167.3497201318,6147830.184976725,1280320.223776702,6147983.059033296
139447,90856,18,1280320.223776702,6147830.184976725,1280473.0978332725,6147983.059033296
139448,90856,18,1280473.0978332725,6147830.184976725,1280625.971889843,6147983.059033296
139449,90856,18,1280625.971889843,6147830.184976725,1280778.8459464132,6147983.059033296
139450,90856,18,1280778.8459464132,6147830.184976725,1280931.7200029837,6147983.059033296
139451,90856,18,1280931.7200029837,6147830.184976725,1281084.594059554,6147983.059033296
139452,90856,18,1281084.594059554,6147830.184976725,1281237.4681161242,6147983.059033296
139453,90856,18,1281237.4681161242,6147830.184976725,1281390.3421726946,6147983.059033296
139454,90856,18,1281390.3421726946,6147830.184976725,1281543.2162292649,6147983.059033296
139455,90856,18,1281543.2162292649,6147830.184976725,1281696.0902858353,6147983.059033296
139439,90857,18,1279097.2313241393,6147677.3109201575,1279250.1053807097,6147830.184976725
139440,90857,18,1279250.1053807097,6147677.3109201575,1279402.9794372802,6147830.184976725
139441,90857,18,1279402.9794372802,6147677.3109201575,1279555.8534938504,6147830.184976725
139442,90857,18,1279555.8534938504,6147677.3109201575,1279708.7275504207,6147830.184976725
139443,90857,18,1279708.7275504207,6147677.3109201575,1279861.6016069911,6147830.184976725
139444,90857,18,1279861.6016069911,6147677.3109201575,1280014.4756635614,6147830.184976725
139445,90857,18,1280014.4756635614,6147677.3109201575,1280167.3497201318,6147830.184976725
139446,90857,18,1280167.3497201318,6147677.3109201575,1280320.223776702,6147830.184976725
139447,90857,18,1280320.223776702,6147677.3109201575,1280473.0978332725,6147830.184976725
139448,90857,18,1280473.0978332725,6147677.3109201575,1280625.971889843,6147830.184976725
139449,90857,18,1280625.971889843,6147677.3109201575,1280778.8459464132,6147830.184976725
139450,90857,18,1280778.8459464132,6147677.3109201575,1280931.7200029837,6147830.184976725
139451,90857,18,1280931.7200029837,6147677.3109201575,1281084.594059554,6147830.184976725
139452,90857,18,1281084.594059554,6147677.3109201575,1281237.4681161242,6147830.184976725
139453,90857,18,1281237.4681161242,6147677.3109201575,1281390.3421726946,6147830.184976725
139454,90857,18,1281390.3421726946,6147677.3109201575,1281543.2162292649,6147830.184976725
139455,90857,18,1281543.2162292649,6147677.3109201575,1281696.0902858353,6147830.184976725
139456,90857,18,1281696.0902858353,6147677.3109201575,1281848.9643424058,6147830.184976725
139457,90857,18,1281848.9643424058,6147677.3109201575,1282001.8383989763,6147830.184976725
139439,90858,18,1279097.2313241393,6147524.436863585,1279250.1053807097,6147677.3109201575
139440,90858,18,1279250.1053807097,6147524.436863585,1279402.9794372802,6147677.3109201575
139441,90858,18,1279402.9794372802,6147524.436863585,1279555.8534938504,6147677.3109201575
139442,90858,18,1279555.8534938504,6147524.436863585,1279708.7275504207,6147677.3109201575
139443,90858,18,1279708.7275504207,6147524.436863585,1279861.6016069911,6147677.3109201575
139444,90858,18,1279861.6016069911,6147524.436863585,1280014.4756635614,6147677.3109201575
139445,90858,18,1280014.4756635614,6147524.436863585,1280167.3497201318,6147677.3109201575
139446,90858,18,1280167.3497201318,6147524.436863585,1280320.223776702,6147677.3109201575
139447,90858,18,1280320.223776702,6147524.436863585,1280473.0978332725,6147677.3109201575
139448,90858,18,1280473.0978332725,6147524.436863585,1280625.971889843,6147677.3109201575
139449,90858,18,1280625.971889843,6147524.436863585,1280778.8459464132,6147677.3109201575
139450,90858,18,1280778.8459464132,6147524.436863585,1280931.7200029837,6147677.3109201575
139451,90858,18,1280931.7200029837,6147524.436863585,1281084.594059554,6147677.3109201575
139452,90858,18,1281084.594059554,6147524.436863585,1281237.4681161242,6147677.3109201575
139453,90858,18,1281237.4681161242,6147524.436863585,1281390.3421726946,6147677.3109201575
139454,90858,18,1281390.3421726946,6147524.436863585,1281543.2162292649,6147677.3109201575
139455,90858,18,1281543.2162292649,6147524.436863585,1281696.0902858353,6147677.3109201575
139456,90858,18,1281696.0902858353,6147524.436863585,1281848.9643424058,6147677.3109201575
139457,90858,18,1281848.9643424058,6147524.436863585,1282001.8383989763,6147677.3109201575
139458,90858,18,1282001.8383989763,6147524.436863585,1282154.7124555465,6147677.3109201575
139459,90858,18,1282154.7124555465,6147524.436863585,1282307.5865121167,6147677.3109201575
139439,90859,18,1279097.2313241393,6147371.562807012,1279250.1053807097,6147524.436863585
139440,90859,18,1279250.1053807097,6147371.562807012,1279402.9794372802,6147524.436863585
139441,90859,18,1279402.9794372802,6147371.562807012,1279555.8534938504,6147524.436863585
139442,90859,18,1279555.8534938504,6147371.562807012,1279708.7275504207,6147524.436863585
139443,90859,18,1279708.7275504207,6147371.562807012,1279861.6016069911,6147524.436863585
